original_title,popularity,runtime,averageRating,release_year,release_month,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes,Genre_first_values,budget_adjusted
History of the World: Part I,9.270492,92.0,6.8,1981.0,6.0,48.0,0.0,1000.0,898.0,842.0,131.0,0,Comedy,41427015.56310684
History of the World: Part I,9.270492,92.0,6.8,1981.0,6.0,48.0,0.0,1000.0,898.0,842.0,131.0,0,Comedy,41427015.56310684
28 Weeks Later,12.884191,100.0,6.9,2007.0,4.0,274.0,35.0,10000.0,1000.0,306.0,713.0,0,Horror,22450300.5051654
Freddy's Dead: The Final Nightmare,11.560358,89.0,4.7,1991.0,9.0,91.0,54.0,40000.0,618.0,581.0,252.0,963,Horror,26117720.96939561
The Adventurer: The Curse of the Midas Box,5.955203,99.0,5.5,2013.0,12.0,28.0,3.0,2000.0,228.0,88.0,32.0,0,Fantasy,33302928.14964563
Osmosis Jones,6.405831,95.0,6.3,2001.0,8.0,81.0,101.0,2000.0,509.0,443.0,123.0,2000,Adventure,135159408.66550505
A Very Harold & Kumar Christmas,10.724679,108.0,6.2,2011.0,11.0,161.0,12.0,786.0,651.0,587.0,93.0,21000,Comedy,26212414.143118802
Because I Said So,14.764607,102.0,5.6,2007.0,2.0,110.0,36.0,747.0,452.0,433.0,184.0,0,Comedy,25443673.77252073
Maggie,12.020933,95.0,5.6,2015.0,5.0,256.0,9.0,584.0,430.0,428.0,200.0,22000,Horror,5237194.956551637
Home Alone 2: Lost in New York,13.293722,120.0,6.9,1992.0,11.0,37.0,0.0,3000.0,1000.0,1000.0,189.0,0,Comedy,42738088.22264725
Contraband,10.595067,109.0,6.4,2012.0,1.0,270.0,175.0,24000.0,736.0,733.0,161.0,0,Thriller,33790735.949519604
Wyatt Earp,9.277147,170.79708358548532,6.7,1994.0,6.0,40.0,759.0,2000.0,925.0,812.0,145.0,0,Drama,128284371.07874012
Man on the Moon,13.217419,118.0,7.4,1999.0,12.0,140.0,869.0,134.0,27.0,21.0,549.0,0,Comedy,147774286.7142854
The Homesman,7.375146,122.0,6.6,2014.0,5.0,208.0,0.0,883.0,596.0,567.0,132.0,0,Western,20973642.524736423
Mud,7.881579,130.0,7.4,2013.0,5.0,368.0,337.0,11000.0,1000.0,820.0,261.0,27000,Drama,13321171.859858243
Welcome to Mooseport,3.832792,110.0,5.3,2004.0,2.0,82.0,80.0,826.0,590.0,509.0,95.0,260,Comedy,47669125.42396312
The Empire Strikes Back,19.470959,124.0,8.7,1980.0,5.0,223.0,883.0,11000.0,504.0,441.0,900.0,17000,Adventure,67789661.19417483
Love Happens,10.279603,109.0,5.7,2009.0,9.0,111.0,7.0,2000.0,980.0,827.0,77.0,0,Drama,26036852.452197067
Halloween: The Curse of Michael Myers,8.768288,88.0,4.7,1995.0,9.0,123.0,13.0,742.0,152.0,141.0,335.0,0,Horror,10181300.21259841
Transamerica,7.398205,103.0,7.3,2005.0,12.0,169.0,2.0,2000.0,508.0,226.0,230.0,0,Drama,1588971.8141321042
The Lost City,2.637004,144.0,6.5,2005.0,9.0,52.0,0.0,786.0,228.0,195.0,165.0,957,Drama,15254120.815668197
A Streetcar Named Desire,7.301719,125.0,7.9,2051.0,9.0,94.0,603.0,10000.0,416.0,114.0,233.0,5000,Drama,1800001.000000004
Harry Brown,7.478206,103.0,7.2,2009.0,11.0,224.0,12.0,788.0,698.0,641.0,224.0,0,Thriller,10559390.755613266
Battleship,13.106966,131.0,5.8,2012.0,4.0,377.0,532.0,14000.0,10000.0,627.0,751.0,44000,Thriller,204951113.18482003
Fifty Shades of Grey,33.068431,125.0,4.2,2015.0,2.0,362.0,456.0,1000.0,935.0,716.0,1360.0,101000,Drama,52371940.56551632
X-Men: Apocalypse,28.712522,144.0,6.8,2016.0,5.0,396.0,0.0,34000.0,13000.0,1000.0,622.0,54000,Science Fiction,196059056.15656462
Wimbledon,14.224013,98.0,6.3,2004.0,9.0,129.0,12.0,4000.0,4000.0,663.0,173.0,0,Comedy,49258096.2380953
The Heat,12.706403,117.0,6.6,2013.0,6.0,270.0,176.0,975.0,815.0,749.0,380.0,24000,Action,57281035.6973906
Happy Feet Two,9.141045,100.0,5.8,2011.0,11.0,156.0,750.0,49000.0,11000.0,988.0,79.0,0,Animation,179348090.92660278
Harley Davidson and the Marlboro Man,7.338188,98.0,6.1,1991.0,8.0,30.0,23.0,1000.0,1000.0,982.0,81.0,0,Action,54609779.117827184
The Spiderwick Chronicles,11.133784,95.0,6.5,2008.0,2.0,198.0,70.0,770.0,419.0,330.0,125.0,0,Adventure,129721091.74188401
The Joneses,6.632194,96.0,6.4,2009.0,9.0,144.0,17.0,2000.0,989.0,688.0,88.0,0,Comedy,14464918.473442823
Black Nativity,5.346121,93.0,4.8,2013.0,11.0,40.0,148.0,549.0,269.0,170.0,17.0,0,Drama,23312050.004751958
The Road to El Dorado,8.755188,89.0,6.9,2000.0,3.0,82.0,10.0,2000.0,919.0,442.0,139.0,0,Adventure,171201917.37630638
"Happy, Texas",2.939685,98.0,6.3,1999.0,12.0,77.0,3.0,349.0,347.0,327.0,122.0,374,Comedy,3063614.240418122
El laberinto del fauno,26.817754,118.0,8.2,2006.0,5.0,406.0,0.0,634.0,269.0,250.0,1083.0,27000,Fantasy,29246995.047619026
Atonement,8.913338,123.0,7.8,2007.0,8.0,316.0,456.0,19000.0,1000.0,286.0,581.0,12000,Drama,44900600.01033082
Valkyrie,8.635464,121.0,7.1,2008.0,12.0,269.0,0.0,10000.0,1000.0,919.0,440.0,0,Drama,108100909.95157017
P.S. I Love You,10.304881,126.0,7.0,2007.0,11.0,131.0,98.0,18000.0,631.0,37.0,243.0,20000,Drama,44900600.01033082
Super Size Me,5.266103,100.0,7.2,2004.0,1.0,193.0,293.0,0.0,0.0,0.0,404.0,0,Documentary,103284.10291858668
Jay and Silent Bob Strike Back,11.619446,104.0,6.8,2001.0,8.0,181.0,0.0,8000.0,1000.0,898.0,867.0,0,Comedy,39646760.581881516
The Matrix Revolutions,15.368205,129.0,6.7,2003.0,11.0,245.0,0.0,309.0,269.0,233.0,2121.0,0,Adventure,238345623.11981454
Brigham City,0.202478,119.0,6.7,2001.0,3.0,12.0,13.0,957.0,81.0,25.0,63.0,100,Crime,1802126.435540071
Judgment at Nuremberg,9.697105,170.79708358548532,8.3,2061.0,12.0,73.0,176.0,877.0,862.0,760.0,176.0,0,Drama,3000001.000000001
Welcome to the Rileys,6.182802,110.0,6.9,2010.0,10.0,112.0,26.0,17000.0,793.0,146.0,56.0,0,Drama,24193520.09601201
Blue Car,2.154226,92.0,6.6,2002.0,1.0,44.0,22.0,638.0,400.0,275.0,68.0,115,Drama,1802126.435540071
The Lizzie McGuire Movie,6.730857,94.0,5.6,2003.0,4.0,66.0,13.0,925.0,738.0,566.0,172.0,0,Family,27012504.840245746
Shame,11.72049,100.0,7.2,2011.0,10.0,486.0,0.0,13000.0,898.0,726.0,375.0,23000,Drama,8967405.496330118
Scott Pilgrim vs. the World,13.793301,112.0,7.5,2010.0,7.0,393.0,1000.0,10000.0,1000.0,719.0,522.0,36000,Action,85388891.927102
Saw II,15.399863,92.0,6.6,2005.0,10.0,250.0,163.0,1000.0,654.0,651.0,864.0,0,Horror,6355884.256528426
102 Dalmatians,7.668752,100.0,4.9,2000.0,10.0,84.0,36.0,2000.0,795.0,439.0,77.0,372,Comedy,153180663.02090597
Brooklyn Rules,2.942202,99.0,6.3,2007.0,4.0,41.0,30.0,480.0,257.0,209.0,48.0,226,Drama,11973494.069421515
Weekend,4.727171,96.0,7.6,2011.0,9.0,143.0,131.0,507.0,75.0,67.0,68.0,0,Drama,11037.805533944762
Maniac,8.804658,89.0,6.1,2012.0,12.0,279.0,33.0,470.0,378.0,118.0,131.0,0,Horror,8109777.3878847025
The Firm,9.678367,154.0,6.9,1993.0,6.0,56.0,521.0,10000.0,1000.0,957.0,142.0,0,Drama,85522914.3858267
Dreaming of Joseph Lees,1.241349,92.0,6.3,1999.0,10.0,16.0,4.0,631.0,443.0,405.0,18.0,100,Romance,3604251.871080146
Return to Oz,6.523262,109.0,6.7,1985.0,6.0,56.0,181.0,303.0,146.0,137.0,208.0,0,Adventure,72101766.7992564
Joe Dirt,10.442468,91.0,6.0,2001.0,4.0,78.0,29.0,861.0,593.0,459.0,205.0,0,Mystery,31897621.209059257
Race,7.979302,134.0,7.1,2016.0,2.0,125.0,81.0,882.0,845.0,388.0,49.0,0,Action,6464937.439353847
Pretty Woman,13.348451,119.0,7.1,1990.0,3.0,82.0,0.0,8000.0,995.0,700.0,271.0,11000,Romance,33240735.5065035
The Hoax,4.78586,116.0,6.7,2006.0,10.0,142.0,529.0,442.0,252.0,174.0,74.0,348,Comedy,38482887.90476197
Hannibal Rising,2.159558,121.0,6.1,2007.0,2.0,209.0,73.0,879.0,184.0,163.0,392.0,3000,Crime,74834332.6838842
Life of Pi,14.045042,127.0,7.9,2012.0,11.0,552.0,0.0,774.0,358.0,341.0,755.0,122000,Adventure,162195528.75769415
From a Whisper to a Scream,1.392022,99.0,5.7,1987.0,9.0,57.0,155.0,448.0,426.0,147.0,37.0,241,Comedy,3172478.6951672854
A Christmas Story,7.337907,94.0,7.9,1983.0,11.0,109.0,84.0,662.0,577.0,378.0,458.0,18000,Comedy,49029201.74349437
Mr. Peabody & Sherman,9.493838,92.0,6.7,2014.0,2.0,196.0,50.0,3000.0,1000.0,517.0,130.0,11000,Animation,190073627.31792405
Alex & Emma,5.236854,96.0,5.5,2003.0,6.0,73.0,0.0,372.0,206.0,130.0,105.0,625,Comedy,47669125.42396312
Blow,12.332223,124.0,7.5,2001.0,4.0,147.0,47.0,40000.0,1000.0,877.0,426.0,13000,Crime,95512649.08362387
Isn't She Great,0.907927,95.0,5.3,2000.0,1.0,63.0,31.0,944.0,886.0,450.0,64.0,133,Drama,64876516.67944243
Duplex,12.160363,89.0,5.9,2003.0,9.0,78.0,0.0,1000.0,627.0,500.0,147.0,0,Action,63558833.565284155
Human Traffic,4.988283,99.0,7.1,1999.0,6.0,47.0,8.0,798.0,472.0,78.0,160.0,0,Comedy,1081276.2613240413
It's Complicated,9.083133,121.0,6.5,2009.0,12.0,187.0,278.0,11000.0,2000.0,963.0,214.0,0,Comedy,122951799.52426375
Stuart Little,8.3595,84.0,6.0,1999.0,12.0,101.0,50.0,979.0,886.0,692.0,179.0,0,Animation,239682683.9268296
Tango & Cash,7.507261,104.0,6.4,1989.0,12.0,45.0,96.0,13000.0,549.0,403.0,149.0,0,Action,130588600.84697786
On Deadly Ground,6.678661,102.0,4.6,1994.0,2.0,47.0,0.0,854.0,643.0,158.0,140.0,812,Action,101812993.12598431
Dead Man Walking,6.891317,122.0,7.5,1995.0,12.0,77.0,0.0,276.0,258.0,191.0,190.0,0,Drama,22398859.26771657
Beverly Hills Cop II,9.200336,100.0,6.6,1987.0,5.0,50.0,12000.0,936.0,901.0,605.0,95.0,0,Action,57681413.63940513
Spy Game,18.186839,126.0,7.1,2001.0,11.0,142.0,12000.0,11000.0,577.0,307.0,361.0,0,Action,165795541.06968647
We Are Marshall,5.401746,124.0,7.1,2006.0,12.0,96.0,368.0,11000.0,529.0,383.0,175.0,0,Drama,100055506.95238087
Saw IV,12.233863,93.0,5.9,2007.0,10.0,190.0,163.0,723.0,651.0,448.0,319.0,0,Horror,14966867.33677692
Rob Roy,10.193549,139.0,6.9,1995.0,4.0,44.0,105.0,14000.0,1000.0,902.0,126.0,0,Adventure,57015276.590551086
Force 10 from Navarone,5.05047,118.0,6.4,1978.0,11.0,22.0,82.0,11000.0,794.0,576.0,80.0,729,Action,18830462.165048555
Hud,4.526285,112.0,7.8,2063.0,5.0,65.0,58.0,617.0,189.0,124.0,120.0,1000,Action,2500000.9999999953
Sphinx,0.627368,118.0,5.2,1981.0,2.0,2.0,76.0,902.0,488.0,249.0,21.0,106,Adventure,52725292.26213584
Hanging Up,6.474767,94.0,4.9,2000.0,2.0,82.0,0.0,374.0,258.0,235.0,130.0,390,Comedy,72085018.42160277
Max,7.987747,111.0,6.6,2015.0,6.0,61.0,132.0,1000.0,465.0,455.0,87.0,33000,Adventure,26185970.782758225
Space Chimps,6.212702,81.0,4.5,2008.0,7.0,85.0,16.0,541.0,521.0,387.0,45.0,279,Animation,53329782.7494415
Final Destination,14.961416,98.0,6.7,2000.0,3.0,211.0,70.0,1000.0,847.0,591.0,674.0,0,Horror,41448886.017421566
Carnage,8.844835,80.0,7.1,2011.0,9.0,376.0,2000.0,14000.0,11000.0,132.0,181.0,21000,Comedy,34490018.293577336
Limbo,1.969282,126.0,7.0,1999.0,6.0,46.0,407.0,638.0,107.0,39.0,140.0,196,Adventure,14417004.48432056
Beverly Hills Chihuahua,9.569765,91.0,4.0,2008.0,10.0,100.0,67.0,2000.0,641.0,597.0,99.0,0,Adventure,28826910.053752203
Malcolm X,14.207001,170.79708358548532,7.7,1992.0,11.0,61.0,0.0,18000.0,848.0,318.0,156.0,0,Drama,80727499.08722243
Lara Croft: Tomb Raider,15.851722,100.0,5.8,2001.0,6.0,199.0,165.0,11000.0,509.0,240.0,824.0,0,Adventure,207244426.0871084
Day of the Dead,8.801822,96.0,7.1,1985.0,7.0,184.0,0.0,1000.0,177.0,83.0,419.0,3000,Horror,10094248.211895915
Day of the Dead,8.801822,96.0,7.1,1985.0,7.0,184.0,0.0,1000.0,177.0,83.0,419.0,3000,Horror,10094248.211895915
Day of the Dead,8.801822,96.0,7.1,1985.0,7.0,184.0,0.0,1000.0,177.0,83.0,419.0,3000,Horror,10094248.211895915
Day of the Dead,8.801822,96.0,7.1,1985.0,7.0,184.0,0.0,1000.0,177.0,83.0,419.0,3000,Horror,10094248.211895915
Taken 2,16.376482,91.0,6.2,2012.0,9.0,358.0,118.0,14000.0,935.0,558.0,461.0,63000,Action,60823323.90913524
Whatever Works,8.930341,92.0,7.1,2009.0,6.0,218.0,11000.0,860.0,658.0,386.0,169.0,10000,Comedy,21697377.210164253
Beverly Hills Cop,8.503483,105.0,7.4,1984.0,11.0,94.0,102.0,901.0,605.0,383.0,175.0,0,Action,43261060.47955389
Nutty Professor II: The Klumps,6.671316,106.0,4.5,2000.0,7.0,94.0,88.0,611.0,592.0,571.0,171.0,374,Fantasy,151378537.58536696
Meet the Fockers,11.876386,115.0,6.3,2004.0,12.0,141.0,116.0,22000.0,713.0,708.0,428.0,0,Comedy,127117666.13056847
90 Minutes in Heaven,4.222496,121.0,4.9,2015.0,9.0,12.0,35.0,4000.0,849.0,473.0,29.0,0,Drama,6546493.4456895515
Radio Flyer,5.618237,114.0,6.9,1992.0,2.0,10.0,503.0,2000.0,864.0,697.0,71.0,892,Drama,83101837.26625864
Sinister,12.490637,110.0,6.8,2012.0,3.0,411.0,301.0,1000.0,419.0,412.0,524.0,58000,Horror,4054889.193942353
The Net,13.304342,114.0,6.0,1995.0,7.0,53.0,34.0,649.0,327.0,287.0,166.0,0,Crime,44797717.53543301
2046,7.157169,129.0,7.4,2004.0,5.0,194.0,0.0,878.0,643.0,576.0,210.0,0,Fantasy,19067650.769585222
The Birth of a Nation,5.933047,120.0,6.5,2016.0,9.0,21.0,664.0,990.0,664.0,400.0,8.0,0,Drama,10990392.946901552
The Devil's Own,10.675073,107.0,6.2,1997.0,3.0,66.0,79.0,11000.0,11000.0,2000.0,114.0,979,Crime,183263386.82677183
Gracie,2.961621,97.0,6.1,2007.0,6.0,65.0,49.0,702.0,616.0,261.0,27.0,313,Drama,13470180.703099223
Novocaine,3.916221,95.0,5.8,2001.0,11.0,84.0,8.0,244.0,230.0,15.0,105.0,289,Comedy,10812753.613240417
Joyeux Noël,7.846226,116.0,7.6,2005.0,11.0,115.0,13.0,203.0,172.0,140.0,147.0,11000,Romance,34957358.910906315
Baby Boy,9.503157,130.0,6.5,2001.0,6.0,41.0,309.0,939.0,881.0,522.0,81.0,1000,Crime,28834007.968641106
21 Jump Street,11.250764,109.0,7.2,2012.0,3.0,375.0,97.0,17000.0,971.0,839.0,345.0,39000,Action,56768435.715192996
Shakespeare in Love,13.813155,122.0,7.1,1998.0,12.0,134.0,108.0,1000.0,264.0,239.0,752.0,0,Romance,45053136.88850172
World's Greatest Dad,5.431657,99.0,6.9,2009.0,8.0,129.0,800.0,49000.0,640.0,334.0,129.0,0,Comedy,14464918.473442823
Cidade de Deus,14.95927,130.0,8.6,2002.0,2.0,214.0,353.0,1000.0,69.0,40.0,749.0,28000,Drama,5947014.937282241
A Hard Day's Night,5.719266,88.0,7.5,2064.0,7.0,105.0,44.0,785.0,725.0,704.0,219.0,0,Comedy,560001.0000000003
Freedom Writers,13.585233,123.0,7.6,2007.0,1.0,84.0,98.0,2000.0,826.0,579.0,235.0,10000,Crime,31430420.307231538
In the Land of Women,9.351276,97.0,6.4,2007.0,4.0,81.0,21.0,17000.0,1000.0,499.0,74.0,1000,Romance,14966867.33677692
Underworld,20.624333,121.0,7.0,2003.0,9.0,226.0,235.0,955.0,593.0,105.0,806.0,0,Fantasy,34957358.910906315
Patch Adams,12.52181,115.0,6.8,1998.0,12.0,55.0,293.0,49000.0,22000.0,878.0,375.0,0,Comedy,90106272.77700396
Boyz n the Hood,6.866506,112.0,7.8,1991.0,7.0,64.0,309.0,27.0,26.0,15.0,183.0,0,Crime,15433199.163733771
Goldfinger,13.78884,110.0,7.7,2064.0,9.0,164.0,82.0,387.0,202.0,177.0,418.0,0,Adventure,2500000.9999999953
The Jungle Book,17.432758,106.0,7.3,2016.0,4.0,370.0,4000.0,19000.0,13000.0,591.0,398.0,65000,Family,196059056.15656462
The Jungle Book,17.432758,106.0,7.3,2016.0,4.0,370.0,4000.0,19000.0,13000.0,591.0,398.0,65000,Family,196059056.15656462
The Jungle Book,17.432758,106.0,7.3,2016.0,4.0,370.0,4000.0,19000.0,13000.0,591.0,398.0,65000,Family,196059056.15656462
The Jungle Book,17.432758,106.0,7.3,2016.0,4.0,370.0,4000.0,19000.0,13000.0,591.0,398.0,65000,Family,196059056.15656462
Forrest Gump,45.17727282093515,142.0,8.8,1994.0,7.0,149.0,0.0,15000.0,294.0,194.0,1398.0,59000,Comedy,111994292.33858272
Tin Cup,6.24966,135.0,6.4,1996.0,8.0,48.0,41.0,982.0,843.0,808.0,73.0,1000,Comedy,91631693.91338573
The Signal,8.536786,95.0,6.0,2014.0,3.0,161.0,18.0,852.0,680.0,236.0,180.0,10000,Thriller,5243411.381184111
Donovan's Reef,1.920256,109.0,6.7,2063.0,6.0,27.0,673.0,756.0,370.0,359.0,65.0,573,Adventure,2686001.000000001
The Howling,6.715512,91.0,6.5,1981.0,4.0,161.0,287.0,1000.0,823.0,725.0,195.0,0,Drama,3766093.233009709
The League of Extraordinary Gentlemen,10.488765,110.0,5.8,2003.0,7.0,202.0,45.0,1000.0,872.0,845.0,786.0,0,Fantasy,123939724.50230393
Boogie Nights,7.595679,155.0,7.9,1997.0,9.0,153.0,0.0,3000.0,360.0,170.0,560.0,0,Drama,30543898.637795307
A Room with a View,6.175166,117.0,7.2,1985.0,12.0,55.0,133.0,687.0,443.0,249.0,94.0,0,Drama,8652212.895910803
What Lies Beneath,9.500497,130.0,6.6,2000.0,7.0,185.0,0.0,11000.0,627.0,568.0,683.0,0,Drama,180212544.5540067
Patton,14.382289,170.79708358548532,7.9,2070.0,1.0,112.0,76.0,654.0,416.0,78.0,258.0,0,Drama,12000001.000000007
The Descendants,11.794753,115.0,7.3,2011.0,9.0,549.0,729.0,8000.0,727.0,552.0,439.0,22000,Comedy,27592014.834861893
Insidious,17.24814,103.0,6.8,2010.0,9.0,445.0,0.0,852.0,618.0,588.0,752.0,60000,Horror,2134723.273177531
A Most Violent Year,17.187708,125.0,6.9,2014.0,12.0,350.0,78.0,1000.0,969.0,745.0,180.0,0,Crime,26217052.905920498
The Peanuts Movie,12.338346,88.0,7.0,2015.0,11.0,208.0,20.0,144.0,42.0,36.0,155.0,33000,Animation,129620551.42465349
Nanny McPhee and the Big Bang,8.983275,109.0,6.1,2010.0,3.0,97.0,24.0,287.0,175.0,167.0,59.0,0,Comedy,49810187.374142446
In Too Deep,1.615319,97.0,6.2,1999.0,8.0,28.0,48.0,1000.0,865.0,826.0,29.0,375,Drama,12614879.048780493
The Big Wedding,6.651605,90.0,5.6,2013.0,4.0,133.0,16.0,49000.0,22000.0,2000.0,108.0,0,Comedy,46624099.00950391
The Witch,11.840138,92.0,7.0,2016.0,2.0,425.0,22.0,648.0,191.0,159.0,452.0,43000,Mystery,4525456.507547695
The Forest,7.384688,95.0,4.8,2016.0,1.0,185.0,4.0,533.0,35.0,4.0,127.0,10000,Horror,12929873.878707683
Session 9,14.242234,100.0,6.4,2001.0,8.0,127.0,122.0,210.0,148.0,83.0,481.0,0,Horror,2703189.153310101
My Life Without Me,10.310508,106.0,7.4,2003.0,3.0,72.0,148.0,900.0,648.0,471.0,134.0,0,Drama,27012504.840245746
Lakeview Terrace,13.857624,110.0,6.2,2008.0,9.0,165.0,119.0,1000.0,931.0,332.0,135.0,0,Drama,28826910.053752203
Walking Tall,10.577565,86.0,6.3,2004.0,4.0,117.0,10.0,12000.0,795.0,348.0,221.0,0,Adventure,88982366.59139766
Unleashed,7.90583,103.0,7.0,2005.0,2.0,177.0,255.0,11000.0,5000.0,5000.0,303.0,0,Action,71503687.63594463
Miracles from Heaven,7.528099,117.0,7.1,2016.0,3.0,63.0,36.0,3000.0,3000.0,579.0,55.0,16000,Drama,20687797.60593236
"Hail, Caesar!",11.241366,106.0,6.3,2016.0,2.0,423.0,1000.0,19000.0,17000.0,1000.0,302.0,23000,Comedy,28445721.333156906
Air Bud,9.407128,98.0,5.3,1997.0,8.0,35.0,188.0,2000.0,970.0,693.0,34.0,902,Comedy,6108780.527559053
Oliver!,8.630078,153.0,7.4,2068.0,9.0,56.0,82.0,695.0,275.0,139.0,138.0,0,Drama,10000000.999999996
The Bourne Identity,21.040126,119.0,7.8,2002.0,6.0,249.0,218.0,13000.0,147.0,73.0,849.0,0,Action,108127527.13240407
Date Movie,5.682129,83.0,2.8,2006.0,2.0,99.0,64.0,3000.0,869.0,729.0,613.0,806,Comedy,30786310.52380957
Whale Rider,11.040186,101.0,7.5,2003.0,1.0,149.0,51.0,446.0,20.0,8.0,346.0,0,Drama,12711767.513056835
Black Mass,10.61072,122.0,6.8,2015.0,9.0,391.0,108.0,40000.0,19000.0,3000.0,289.0,44000,Crime,69392820.92430916
Volver,6.302926,121.0,7.6,2006.0,3.0,232.0,0.0,148.0,114.0,82.0,228.0,0,Comedy,19856965.91389878
The Naked Gun 2½: The Smell of Fear,9.794569,85.0,6.9,1991.0,6.0,43.0,119.0,3000.0,348.0,144.0,87.0,0,Comedy,54609779.117827184
True Lies,11.396099,141.0,7.3,1994.0,7.0,94.0,0.0,2000.0,1000.0,618.0,351.0,0,Action,234169882.88976398
Teenage Mutant Ninja Turtles,22.337973,101.0,5.8,2014.0,8.0,348.0,473.0,833.0,809.0,429.0,491.0,62000,Science Fiction,163856575.4120033
Teenage Mutant Ninja Turtles,22.337973,101.0,5.8,2014.0,8.0,348.0,473.0,833.0,809.0,429.0,491.0,62000,Science Fiction,163856575.4120033
Teenage Mutant Ninja Turtles,22.337973,101.0,5.8,2014.0,8.0,348.0,473.0,833.0,809.0,429.0,491.0,62000,Science Fiction,163856575.4120033
Teenage Mutant Ninja Turtles,22.337973,101.0,5.8,2014.0,8.0,348.0,473.0,833.0,809.0,429.0,491.0,62000,Science Fiction,163856575.4120033
Bambi,13.698132,70.0,7.3,2042.0,8.0,116.0,11.0,16.0,12.0,8.0,136.0,0,Animation,858000.9999999999
A Walk to Remember,8.054499,101.0,7.3,2002.0,1.0,80.0,163.0,683.0,548.0,488.0,962.0,19000,Drama,19823380.79094075
Jurassic Park III,0.648867,92.0,5.9,2001.0,7.0,198.0,394.0,693.0,595.0,527.0,1236.0,0,Adventure,167597666.5052266
The Punisher,18.250919,124.0,6.4,2004.0,4.0,192.0,36.0,669.0,403.0,336.0,622.0,4000,Action,52436037.86635944
The Quiet American,8.230447,101.0,7.0,2002.0,11.0,149.0,176.0,3000.0,268.0,83.0,199.0,983,Drama,54063764.06620214
Philomena,6.927182,98.0,7.6,2013.0,11.0,354.0,350.0,1000.0,482.0,322.0,233.0,37000,Drama,15985406.031829918
The Usual Suspects,16.302466,106.0,8.5,1995.0,7.0,162.0,0.0,18000.0,979.0,574.0,1182.0,28000,Drama,12217560.055118127
All Is Lost,12.74965,106.0,6.9,2013.0,10.0,346.0,78.0,0.0,1517.916316610476,204.60112462419065,312.0,18000,Action,11989054.773872426
The Island,11.443647,136.0,6.8,2005.0,7.0,257.0,0.0,19000.0,12000.0,3000.0,899.0,0,Action,200210323.58064485
The Island,11.443647,136.0,6.8,2005.0,7.0,257.0,0.0,19000.0,12000.0,3000.0,899.0,0,Action,200210323.58064485
The Island,11.443647,136.0,6.8,2005.0,7.0,257.0,0.0,19000.0,12000.0,3000.0,899.0,0,Action,200210323.58064485
The Island,11.443647,136.0,6.8,2005.0,7.0,257.0,0.0,19000.0,12000.0,3000.0,899.0,0,Action,200210323.58064485
The Godfather: Part II,36.629307,170.79708358548532,9.0,2074.0,12.0,149.0,0.0,22000.0,14000.0,3000.0,650.0,14000,Drama,13000001.000000013
A Good Day to Die Hard,12.471865,98.0,5.2,2013.0,2.0,412.0,212.0,13000.0,787.0,476.0,503.0,66000,Action,122554772.91069654
Veronica Guerin,9.548519,98.0,6.8,2003.0,7.0,106.0,541.0,214.0,96.0,71.0,113.0,0,Drama,27012504.840245746
The Pelican Brief,8.708306,141.0,6.6,1993.0,12.0,43.0,79.0,18000.0,8000.0,956.0,89.0,0,Drama,91631693.91338573
Gods and Monsters,6.788021,105.0,7.3,1998.0,1.0,127.0,386.0,3000.0,258.0,248.0,229.0,0,Drama,18021255.355400726
Iron Man 3,23.721243,130.0,7.1,2013.0,4.0,608.0,1000.0,21000.0,4000.0,3000.0,1187.0,95000,Action,201992410.11825585
Before I Go to Sleep,14.921298,92.0,6.3,2014.0,9.0,149.0,17.0,14000.0,257.0,231.0,105.0,11000,Mystery,28838758.096512586
Marley & Me,9.729748,115.0,7.0,2008.0,12.0,180.0,64.0,2000.0,899.0,664.0,320.0,11000,Comedy,86480728.16125646
Die Welle,6.010332,107.0,7.6,2008.0,3.0,93.0,23.0,287.0,150.0,93.0,96.0,25000,Drama,10810091.895157076
The Grudge,9.740827,92.0,5.9,2004.0,10.0,203.0,70.0,4000.0,1000.0,634.0,911.0,4000,Horror,15889709.141321052
Diary of a Wimpy Kid,12.139919,92.0,6.2,2010.0,3.0,111.0,87.0,17000.0,975.0,569.0,103.0,0,Comedy,21347223.731775355
Ride with the Devil,7.059308,138.0,6.7,1999.0,11.0,95.0,0.0,3.0,2.0,0.0,159.0,633,Drama,68480767.55052257
"I Love You, Beth Cooper",9.434281,102.0,5.3,2009.0,7.0,107.0,0.0,946.0,800.0,529.0,80.0,0,Comedy,26036852.452197067
Demonic,9.234943,83.0,5.3,2015.0,2.0,58.0,8.0,798.0,634.0,617.0,39.0,0,Thriller,3927896.467413731
Lawrence of Arabia,10.893332,170.79708358548532,8.3,2062.0,12.0,181.0,767.0,607.0,202.0,87.0,559.0,11000,Adventure,15000001.00000001
You Again,12.820452,105.0,5.7,2010.0,9.0,91.0,99.0,2000.0,938.0,518.0,136.0,0,Comedy,28462964.64236707
Drive Me Crazy,4.606395,91.0,5.8,1999.0,10.0,59.0,13.0,452.0,442.0,292.0,147.0,0,Drama,14417004.48432056
The Matrix Reloaded,16.229317,138.0,7.2,2003.0,5.0,275.0,0.0,234.0,198.0,30.0,2789.0,0,Adventure,238345623.11981454
