tconst,writer_id,writer_experience,writer_quality,target_rating
tt28337684,nm15031582,1,8.399999618530273,8.4
tt28337760,nm15031645,1,5.300000190734863,5.3
tt28337815,nm15249619,1,6.0,6.0
tt28337918,nm1465835,1,5.199999809265137,5.2
tt28337987,nm16819066,1,6.800000190734863,6.8
tt28346132,nm1434457,1,5.800000190734863,5.8
tt28346692,nm0403629,2,5.200000047683716,5.6
tt28347477,nm7176650,1,5.400000095367432,5.4
tt28347814,nm7077472,1,7.599999904632568,7.6
tt28348119,nm4359321,2,7.049999952316284,6.9
tt28348336,nm5422607,1,5.300000190734863,5.3
tt28349451,nm3464186,3,6.199999968210856,6.5
tt28349617,nm13028926,5,6.7,6.9
tt28349668,nm5652096,1,6.300000190734863,6.3
tt28349825,nm0602538,1,6.699999809265137,6.7
tt28349898,nm15034422,1,3.5,3.5
tt28349905,nm3210461,1,7.099999904632568,7.1
tt28349998,nm13531371,1,9.199999809265137,9.2
tt28350081,nm15034529,1,8.300000190734863,8.3
tt28350395,nm15034719,2,4.0,3.5
tt28350435,nm0822178,2,5.650000095367432,7.0
tt28350617,nm1015687,1,6.5,6.5
tt28350704,nm12310990,1,6.599999904632568,6.6
tt28350761,nm15034846,1,6.199999809265137,6.2
tt28350776,nm15034859,1,6.699999809265137,6.7
tt28350789,nm0408647,7,5.671428544180734,5.9
tt28351127,nm9668197,2,7.5,7.5
tt28351716,nm3420862,1,5.699999809265137,5.7
tt28352066,nm0716585,1,5.800000190734863,5.8
tt28352587,nm4534777,1,5.599999904632568,5.6
tt28352810,nm5753282,1,9.0,9.0
tt28353218,nm8938704,8,3.3749999701976776,4.6
tt28353291,nm5342239,1,7.0,7.0
tt28353490,nm4470858,1,8.899999618530273,8.9
tt28353715,nm8993178,1,7.800000190734863,7.8
tt28353954,nm7196962,1,6.699999809265137,6.7
tt28354062,nm0540176,3,5.500000079472859,7.3
tt28354451,nm2123121,2,6.400000095367432,7.4
tt28355160,nm2756142,1,7.900000095367432,7.9
tt28355482,nm2385097,1,4.0,4.0
tt28355490,nm9353329,3,5.0,4.6
tt28355533,nm11948405,3,6.1333333651224775,6.5
tt28355634,nm14854642,1,4.900000095367432,4.9
tt28356014,nm12302890,1,5.099999904632568,5.1
tt28356390,nm12789081,1,2.5999999046325684,2.6
tt28356500,nm16727036,1,8.800000190734863,8.8
tt28357218,nm11593123,1,9.5,9.5
tt28357778,nm3525459,2,7.450000047683716,6.6
tt28358010,nm1943306,4,5.7250001430511475,5.3
tt28358231,nm0832187,3,5.700000127156575,6.9
tt28358774,nm15035239,1,8.0,8.0
tt28358950,nm2572228,4,8.049999952316284,7.5
tt28359245,nm6074019,2,6.75,7.2
tt28359277,nm10130235,1,6.400000095367432,6.4
tt28360465,nm7685490,2,4.200000047683716,5.3
tt28361249,nm12672128,10,2.799999976158142,3.5
tt28361269,nm14579841,1,9.199999809265137,9.2
tt28361628,nm5282505,1,4.300000190734863,4.3
tt28361664,nm3166161,2,4.549999952316284,5.1
tt28362655,nm0957169,5,3.1800000190734865,3.6
tt28362963,nm10616521,1,7.599999904632568,7.6
tt28363035,nm3790611,2,7.5,7.7
tt28363275,nm0856804,1,6.300000190734863,6.3
tt28363514,nm15042767,1,7.400000095367432,7.4
tt28363568,nm15186673,3,3.8999999364217124,4.2
tt28363613,nm13106764,2,8.900000095367432,9.5
tt28363725,nm1907447,19,6.715789493761565,5.1
tt28363850,nm0359504,1,7.5,7.5
tt28364203,nm14581356,1,5.0,5.0
tt28364355,nm2068971,2,7.3500001430511475,6.6
tt28364526,nm13104357,1,3.9000000953674316,3.9
tt28364592,nm1284414,2,6.0,5.7
tt28364750,nm1516014,2,6.099999904632568,5.1
tt28364838,nm15043699,1,8.899999618530273,8.9
tt28364877,nm7777124,1,8.300000190734863,8.3
tt28364917,nm10078737,1,4.400000095367432,4.4
tt28364923,nm7260954,2,5.5,5.9
tt28366154,nm9972093,1,6.099999904632568,6.1
tt28366637,nm0241398,1,6.0,6.0
tt28366647,nm4091787,1,4.800000190734863,4.8
tt28366673,nm7676734,1,5.800000190734863,5.8
tt28366675,nm15045189,2,5.650000095367432,7.0
tt28366692,nm6799050,1,6.199999809265137,6.2
tt28366709,nm13793632,1,6.199999809265137,6.2
tt28366799,nm1733303,6,5.9333332777023315,6.1
tt28366808,nm0444328,2,3.5,3.8
tt28366817,nm3868826,1,6.699999809265137,6.7
tt28367127,nm13016482,19,8.273684175390946,8.7
tt28367155,nm13016482,19,8.273684175390946,6.8
tt28367442,nm14501416,1,7.599999904632568,7.6
tt28367489,nm5723767,12,4.549999992052714,3.9
tt28367701,nm5723767,12,4.549999992052714,4.6
tt28369177,nm1131062,1,6.400000095367432,6.4
tt28370698,nm1598223,6,7.349999984105428,8.2
tt28372167,nm6583943,3,5.366666793823242,5.5
tt28372175,nm15047073,1,7.300000190734863,7.3
tt28372186,nm13875575,2,6.450000047683716,5.8
tt28372289,nm15047176,1,7.0,7.0
tt28372295,nm15053260,1,9.5,9.5
tt28372664,nm8326989,3,7.733333269755046,7.4
tt28374510,nm4654421,2,6.099999904632568,6.6
tt28374640,nm9274714,2,5.849999904632568,5.7
tt28374926,nm0480207,3,6.199999968210856,5.4
tt28375076,nm2585530,1,6.400000095367432,6.4
tt28375613,nm0876287,3,6.399999936421712,7.5
tt28375638,nm1818121,3,5.300000031789144,5.8
tt28376705,nm14933130,2,8.199999809265137,7.2
tt28377505,nm9619158,1,4.599999904632568,4.6
tt28377513,nm10425435,1,3.5,3.5
tt28377588,nm8806224,2,7.099999904632568,7.6
tt28377767,nm15051701,1,8.699999809265137,8.7
tt28377779,nm15051716,1,9.199999809265137,9.2
tt28377858,nm3765835,2,6.549999952316284,5.7
tt28378119,nm7888023,1,6.400000095367432,6.4
tt28378143,nm13860512,3,6.599999904632568,6.6
tt28378144,nm8719056,1,6.199999809265137,6.2
tt28378155,nm15052068,1,6.900000095367432,6.9
tt28378248,nm5258636,2,7.599999904632568,7.6
tt28378256,nm2689897,1,6.099999904632568,6.1
tt28378312,nm2394747,1,7.800000190734863,7.8
tt28378602,nm11891328,2,7.650000095367432,7.0
tt28379047,nm10044736,1,3.299999952316284,3.3
tt28379450,nm4045057,2,7.25,6.5
tt28379567,nm12246553,2,6.549999952316284,6.9
tt28379794,nm14555467,1,8.0,8.0
tt28380004,nm2574673,1,6.5,6.5
tt2838918,nm1505092,1,8.199999809265137,8.2
tt28396066,nm9136169,4,7.900000095367432,7.8
tt28406621,nm5101650,40,4.669999992847442,4.3
tt28416245,nm6452374,2,6.299999952316284,4.4
tt28418717,nm1907447,19,6.715789493761565,7.1
tt28418746,nm15055257,1,4.300000190734863,4.3
tt28418825,nm14579665,2,6.1499998569488525,5.6
tt28418991,nm12249575,1,4.800000190734863,4.8
tt28419037,nm5469088,1,6.400000095367432,6.4
tt28419523,nm7721096,1,6.400000095367432,6.4
tt28419896,nm0296689,1,4.5,4.5
tt28420074,nm15055879,1,6.5,6.5
tt28420136,nm1400869,1,8.5,8.5
tt28420155,nm15055898,1,9.399999618530273,9.4
tt28420272,nm15055986,1,9.5,9.5
tt28420408,nm4359018,1,7.5,7.5
tt28427961,nm7545830,1,7.800000190734863,7.8
tt28429520,nm6005449,1,8.800000190734863,8.8
tt28429977,nm3552662,10,4.200000047683716,3.9
tt28432475,nm3645733,1,5.300000190734863,5.3
tt28433016,nm11603734,1,7.900000095367432,7.9
tt28433043,nm15241498,1,7.300000190734863,7.3
tt28433392,nm1161920,1,7.099999904632568,7.1
tt28433856,nm11154461,2,6.6000001430511475,5.8
tt28433919,nm2435980,1,5.400000095367432,5.4
tt28434017,nm0119653,1,5.699999809265137,5.7
tt28434315,nm14429907,1,7.5,7.5
tt28434517,nm16493003,1,5.699999809265137,5.7
tt28434918,nm3985985,3,6.300000190734863,5.3
tt28434969,nm15059055,1,4.199999809265137,4.2
tt28435593,nm15059355,1,9.300000190734863,9.3
tt28435597,nm5692487,1,5.5,5.5
tt28436200,nm14699778,1,7.800000190734863,7.8
tt28437343,nm15052550,2,8.150000095367432,8.3
tt28437417,nm6093161,10,4.57999997138977,4.6
tt28437488,nm0325219,1,7.699999809265137,7.7
tt28437619,nm13046116,7,4.685714278902326,4.3
tt28438473,nm0000636,25,6.73600004196167,7.0
tt28439380,nm1834181,1,5.199999809265137,5.2
tt28440231,nm0954722,2,7.349999904632568,8.2
tt28440933,nm4364362,2,7.150000095367432,8.6
tt28441988,nm7326061,2,9.450000286102295,9.3
tt28442424,nm6224020,2,5.3999998569488525,5.7
tt28442452,nm8763974,5,5.719999980926514,4.9
tt28442760,nm10067028,1,8.600000381469727,8.6
tt28443342,nm10025345,1,8.600000381469727,8.6
tt28443413,nm2332718,2,5.950000047683716,5.6
tt28443557,nm8706322,3,5.466666539510091,4.7
tt28443609,nm0738925,12,6.299999952316284,4.6
tt28443655,nm3659547,1,6.099999904632568,6.1
tt28443842,nm1861983,1,9.399999618530273,9.4
tt28444113,nm4355349,2,6.199999809265137,6.2
tt28444513,nm15063089,1,8.5,8.5
tt28444644,nm1110703,2,5.299999952316284,4.9
tt28445013,nm8447737,1,8.0,8.0
tt28445078,nm15063569,1,9.100000381469727,9.1
tt28445241,nm5687672,11,4.381818207827481,4.1
tt28445752,nm15063999,1,8.100000381469727,8.1
tt28446220,nm6702446,1,6.699999809265137,6.7
tt28448409,nm5193944,21,5.580952349163237,4.4
tt28448680,nm11501295,1,8.399999618530273,8.4
tt28448904,nm8192838,1,5.800000190734863,5.8
tt28449053,nm11950571,3,6.633333206176758,6.7
tt28449295,nm3624160,4,5.825000047683716,5.8
tt28449656,nm0899755,1,7.800000190734863,7.8
tt28449981,nm8242152,1,6.300000190734863,6.3
tt28450044,nm1204740,2,7.25,7.4
tt28450385,nm14599344,1,8.399999618530273,8.4
tt28450427,nm11244907,1,5.900000095367432,5.9
tt28451030,nm10465405,1,8.899999618530273,8.9
tt28451178,nm16419971,1,8.600000381469727,8.6
tt28452041,nm4362328,1,8.600000381469727,8.6
tt28452251,nm3591488,1,5.400000095367432,5.4
tt28452303,nm6946308,1,7.400000095367432,7.4
tt28452500,nm3263044,1,8.0,8.0
tt28452537,nm3504356,10,5.65,4.2
tt28452681,nm15443061,1,6.199999809265137,6.2
tt28452783,nm1408696,3,4.9666666984558105,7.4
tt28453011,nm7345019,1,6.599999904632568,6.6
tt28454007,nm9339115,19,6.789473659113834,5.2
tt28454995,nm12961538,1,6.5,6.5
tt28455771,nm15069118,2,5.099999904632568,4.6
tt28455855,nm15069173,1,8.100000381469727,8.1
tt28455891,nm1480673,1,4.699999809265137,4.7
tt28455910,nm0346331,1,5.800000190734863,5.8
tt28456666,nm15070047,1,6.900000095367432,6.9
tt28456694,nm3306673,3,5.333333333333333,5.0
tt28456747,nm11304881,1,8.199999809265137,8.2
tt28457018,nm4065469,2,6.049999952316284,6.4
tt28457363,nm16910618,4,3.925000011920929,2.5
tt28458537,nm6223671,1,8.800000190734863,8.8
tt2845854,nm5625975,1,8.699999809265137,8.7
tt28459771,nm8836238,2,8.349999904632568,8.2
tt28465718,nm9136169,4,7.900000095367432,8.8
tt28465727,nm9136169,4,7.900000095367432,7.9
tt28465814,nm4206673,2,7.5,7.8
tt28467305,nm2329589,1,5.199999809265137,5.2
tt28468241,nm4935793,1,8.899999618530273,8.9
tt28468766,nm12112598,1,8.699999809265137,8.7
tt28469056,nm15541969,4,5.274999976158142,4.7
tt28475894,nm4341114,39,3.338461542740846,5.8
tt28476186,nm12128905,3,6.5333333015441895,5.7
tt28476608,nm10461741,1,7.400000095367432,7.4
tt28476707,nm15075130,1,4.599999904632568,4.6
tt28477688,nm1399618,4,5.025000095367432,4.8
tt28477756,nm1399618,4,5.025000095367432,4.2
tt28477867,nm2077393,1,5.5,5.5
tt28477894,nm10932588,1,2.5,2.5
tt28478337,nm9055212,2,8.300000190734863,7.8
tt28478883,nm15076348,1,8.800000190734863,8.8
tt28479262,nm3286079,3,7.333333333333333,7.7
tt28479388,nm15082374,1,7.699999809265137,7.7
tt28479949,nm12305578,6,5.133333285649617,5.2
tt28480150,nm15076836,3,7.866666793823242,7.5
tt28480219,nm5688653,1,6.5,6.5
tt28480241,nm3795228,1,7.5,7.5
tt28480262,nm9766840,3,6.066666603088379,4.8
tt28480417,nm1005129,1,9.5,9.5
tt28480619,nm5774643,3,6.0,6.4
tt28480627,nm15077252,1,6.0,6.0
tt28481258,nm3726185,1,8.5,8.5
tt28482214,nm12857029,1,3.200000047683716,3.2
tt28482763,nm15642418,5,6.719999980926514,5.9
tt28483258,nm7922790,1,8.100000381469727,8.1
tt28483279,nm5190712,2,6.700000047683716,6.4
tt28483848,nm12423424,1,7.0,7.0
tt28483934,nm1154750,1,6.300000190734863,6.3
tt28484108,nm7707796,3,7.933333079020183,8.4
tt28484838,nm15197812,1,5.5,5.5
tt28484870,nm4265813,2,6.050000190734863,7.3
tt28484935,nm3560371,2,4.099999904632568,4.0
tt28484939,nm10058801,3,5.366666475931804,6.2
tt28484952,nm9624098,2,7.049999952316284,6.9
tt28485153,nm11679699,1,6.0,6.0
tt28485362,nm0207435,2,5.550000190734863,5.8
tt28485522,nm4017399,1,6.300000190734863,6.3
tt28486633,nm0494170,1,7.0,7.0
tt28486669,nm2324095,1,4.5,4.5
tt28486788,nm4332476,1,8.699999809265137,8.7
tt28486951,nm8721356,1,9.100000381469727,9.1
tt28486987,nm3922908,1,4.800000190734863,4.8
tt28487058,nm10475709,2,6.0,6.2
tt28487207,nm3230639,3,7.733333269755046,8.7
tt28487556,nm3917643,1,4.300000190734863,4.3
tt28487580,nm4175776,1,6.199999809265137,6.2
tt28487662,nm2681729,2,5.200000047683716,5.3
tt28487871,nm3681509,2,4.849999904632568,5.0
tt28488118,nm0394483,4,5.675000011920929,9.2
tt28488187,nm2977474,1,7.099999904632568,7.1
tt28488195,nm10475709,2,6.0,5.8
tt28488203,nm15081599,1,2.9000000953674316,2.9
tt28488735,nm7533999,1,8.0,8.0
tt28488862,nm0906440,1,6.099999904632568,6.1
tt28488970,nm15081868,1,8.600000381469727,8.6
tt28489464,nm6731523,2,6.450000047683716,6.9
tt28489497,nm7500142,1,6.699999809265137,6.7
tt28489796,nm14095323,1,9.600000381469727,9.6
tt28489948,nm15082434,1,8.0,8.0
tt28490044,nm8264234,2,6.900000095367432,7.0
tt28490233,nm8264234,2,6.900000095367432,6.8
tt28490257,nm13084964,1,7.400000095367432,7.4
tt28490367,nm15106035,1,8.100000381469727,8.1
tt28490390,nm8942239,1,7.0,7.0
tt28490438,nm11633630,1,4.5,4.5
tt28490634,nm1053555,1,7.199999809265137,7.2
tt28490642,nm11253202,2,6.699999809265137,7.7
tt28490726,nm2196693,1,6.5,6.5
tt28491190,nm0453330,2,7.1499998569488525,6.6
tt28491723,nm15083472,1,8.600000381469727,8.6
tt28491891,nm0414337,1,7.199999809265137,7.2
tt28492037,nm1664036,1,4.900000095367432,4.9
tt28492104,nm6346805,1,6.099999904632568,6.1
tt28492471,nm0041155,1,9.399999618530273,9.4
tt28492482,nm0139605,6,4.333333333333333,4.8
tt28493568,nm3672750,5,5.5,5.7
tt28494027,nm3454695,2,6.1499998569488525,6.6
tt28494031,nm3225731,1,6.400000095367432,6.4
tt28494237,nm3453577,6,5.916666666666667,5.8
tt28494518,nm0005101,2,5.099999904632568,5.6
tt28494636,nm3518735,1,6.199999809265137,6.2
tt28494712,nm10608980,1,6.900000095367432,6.9
tt28494829,nm8460699,2,6.75,6.8
tt28494851,nm3291942,1,7.199999809265137,7.2
tt28494884,nm0037247,1,6.199999809265137,6.2
tt28495019,nm2206915,3,6.100000063578288,5.7
tt28495028,nm16091186,1,5.400000095367432,5.4
tt28495418,nm6234409,1,5.699999809265137,5.7
tt28495752,nm15838095,1,6.400000095367432,6.4
tt28495781,nm4714676,2,6.150000095367432,6.3
tt28495829,nm2853195,1,4.800000190734863,4.8
tt28495995,nm10576725,1,6.0,6.0
tt28496283,nm1840848,1,6.900000095367432,6.9
tt28496500,nm7121490,5,4.8799999237060545,4.5
tt28496539,nm7992074,1,4.699999809265137,4.7
tt28497218,nm1078561,1,7.300000190734863,7.3
tt28497330,nm11237393,1,5.800000190734863,5.8
tt28497662,nm3402574,1,6.400000095367432,6.4
tt28497675,nm5055462,6,6.166666746139526,4.8
tt28497692,nm0875354,1,6.800000190734863,6.8
tt28497709,nm4695665,1,9.800000190734863,9.8
tt28497863,nm0783111,3,6.700000127156575,8.6
tt28497881,nm4655818,1,7.599999904632568,7.6
tt28498170,nm9016631,3,6.933333237965901,6.1
tt28498428,nm0554920,9,4.466666645473904,3.2
tt28498626,nm9583539,1,7.0,7.0
tt28498912,nm15088196,1,8.600000381469727,8.6
tt28498914,nm5472963,35,3.5828571387699673,3.5
tt28498936,nm15088210,1,7.699999809265137,7.7
tt28498950,nm2945361,1,7.599999904632568,7.6
tt28499011,nm8105852,3,5.3666666348775225,6.5
tt28499639,nm0700578,2,5.799999952316284,5.7
tt28499644,nm2920950,2,6.650000095367432,8.0
tt28499839,nm0461614,1,7.599999904632568,7.6
tt28499859,nm2383584,3,5.666666666666667,6.9
tt28499861,nm2729650,1,7.199999809265137,7.2
tt28500076,nm1481108,1,7.800000190734863,7.8
tt28500558,nm7057321,2,6.3999998569488525,6.2
tt28501176,nm1753552,1,6.300000190734863,6.3
tt28501203,nm15089291,1,8.100000381469727,8.1
tt28501415,nm8937973,1,8.600000381469727,8.6
tt28501652,nm7814633,1,6.800000190734863,6.8
tt28501821,nm3255587,4,6.924999952316284,7.2
tt28501912,nm15089573,1,6.0,6.0
tt28502012,nm3427021,5,6.819999885559082,7.2
tt28503022,nm0299998,1,5.400000095367432,5.4
tt28503101,nm4352243,2,4.899999976158142,3.7
tt28503626,nm12116667,1,6.599999904632568,6.6
tt2850386,nm0279729,2,7.3500001430511475,6.9
tt28503864,nm13927641,1,5.699999809265137,5.7
tt28503916,nm4967960,1,6.300000190734863,6.3
tt28504232,nm2509891,2,6.75,6.6
tt28504269,nm12475224,1,8.800000190734863,8.8
tt28504311,nm15090988,1,3.799999952316284,3.8
tt28504359,nm15091002,1,5.900000095367432,5.9
tt28504880,nm0058799,2,6.450000047683716,5.8
tt28505315,nm15091567,1,7.599999904632568,7.6
tt28506156,nm7538511,1,6.5,6.5
tt28506173,nm9805462,4,8.049999833106995,7.6
tt28506336,nm5802581,1,9.100000381469727,9.1
tt28508739,nm9709864,1,4.199999809265137,4.2
tt28510079,nm3399103,2,6.5,5.2
tt28510288,nm10403689,4,6.450000047683716,7.5
tt28510594,nm7819341,1,6.800000190734863,6.8
tt28510964,nm3805325,2,4.199999928474426,4.6
tt28511050,nm11288950,1,7.599999904632568,7.6
tt28511228,nm13679330,2,8.650000095367432,8.1
tt28511338,nm0363096,1,9.100000381469727,9.1
tt28511459,nm15097650,1,8.600000381469727,8.6
tt28511512,nm3318709,1,3.9000000953674316,3.9
tt28511535,nm0736623,2,6.75,7.3
tt28512175,nm12510666,1,6.400000095367432,6.4
tt28512693,nm11750379,4,7.449999928474426,7.1
tt28513129,nm13092876,2,7.299999952316284,6.7
tt28513331,nm2609579,5,6.6800000190734865,6.6
tt28513338,nm5181252,4,7.6000001430511475,7.4
tt28513569,nm13612044,1,6.699999809265137,6.7
tt28514938,nm14281913,2,7.550000190734863,7.3
tt28514971,nm5677574,1,7.900000095367432,7.9
tt28515096,nm2768785,1,2.700000047683716,2.7
tt28515248,nm1240647,3,5.899999936421712,5.2
tt28515286,nm15097331,1,8.699999809265137,8.7
tt28516220,nm11534758,4,7.049999833106995,7.6
tt28516588,nm9752083,1,7.400000095367432,7.4
tt28516806,nm15197819,1,7.199999809265137,7.2
tt28516947,nm5993683,1,6.800000190734863,6.8
tt28517189,nm1784582,1,7.400000095367432,7.4
tt28517914,nm4568626,1,6.800000190734863,6.8
tt28518902,nm4506094,2,4.349999904632568,3.0
tt28519187,nm0816957,2,6.25,5.9
tt28519393,nm15100511,1,5.599999904632568,5.6
tt28520402,nm11121549,5,5.740000057220459,7.0
tt28520479,nm15101121,1,8.800000190734863,8.8
tt28520616,nm15101333,1,6.0,6.0
tt28520636,nm16738144,1,7.599999904632568,7.6
tt28521341,nm11681094,2,5.200000047683716,5.3
tt28521744,nm4456592,4,7.400000095367432,6.8
tt28521817,nm4153335,1,7.300000190734863,7.3
tt28521906,nm10455288,2,5.400000095367432,6.0
tt28522108,nm15102295,1,6.800000190734863,6.8
tt28522171,nm2738713,1,6.599999904632568,6.6
tt28522241,nm3276353,1,7.800000190734863,7.8
tt28522288,nm1176880,1,8.5,8.5
tt28522313,nm11018075,2,6.0,7.2
tt28522540,nm9269461,1,6.400000095367432,6.4
tt28523340,nm9016631,3,6.933333237965901,9.5
tt28523621,nm7110300,2,6.849999904632568,7.5
tt28523838,nm7905627,1,7.0,7.0
tt28523931,nm1407766,1,6.199999809265137,6.2
tt28523992,nm2078601,1,5.900000095367432,5.9
tt28525466,nm9398458,1,6.900000095367432,6.9
tt28526239,nm15116430,1,7.099999904632568,7.1
tt28526555,nm6503494,1,6.5,6.5
tt28527613,nm0537734,3,6.433333396911621,5.3
tt28527967,nm15634705,7,5.557142904826573,5.3
tt28528526,nm5293223,1,5.0,5.0
tt28529461,nm2786914,1,6.0,6.0
tt28529957,nm2838316,1,6.800000190734863,6.8
tt28531336,nm17068501,1,8.199999809265137,8.2
tt28532135,nm1616879,1,6.300000190734863,6.3
tt28532149,nm6450831,2,7.200000047683716,7.6
tt28534120,nm8440681,1,6.5,6.5
tt28534557,nm12338106,1,6.599999904632568,6.6
tt28534829,nm15211931,1,4.599999904632568,4.6
tt28535090,nm12326224,5,5.679999923706054,4.2
tt28535416,nm15107158,1,5.099999904632568,5.1
tt28536290,nm7663932,1,7.199999809265137,7.2
tt28536662,nm9361740,1,9.5,9.5
tt28537129,nm15107626,1,9.699999809265137,9.7
tt28537862,nm3399297,2,6.25,6.3
tt28537922,nm0610045,1,3.0999999046325684,3.1
tt28537936,nm13286930,3,5.399999936421712,6.0
tt28538211,nm11550727,1,6.599999904632568,6.6
tt28538245,nm2046189,1,4.400000095367432,4.4
tt28538693,nm15108067,1,6.800000190734863,6.8
tt28539315,nm7946870,5,5.599999904632568,6.1
tt28539360,nm4961731,1,7.199999809265137,7.2
tt28539705,nm15210369,1,6.5,6.5
tt28541110,nm0007173,1,7.300000190734863,7.3
tt28542205,nm0805238,1,6.300000190734863,6.3
tt28542230,nm0731496,3,7.900000095367432,8.6
tt28543828,nm9485282,1,8.5,8.5
tt28544123,nm1081824,1,6.099999904632568,6.1
tt28544143,nm12750383,1,5.599999904632568,5.6
tt28544245,nm9776946,1,4.400000095367432,4.4
tt28544461,nm9763364,2,6.75,7.0
tt28545038,nm1943695,1,6.900000095367432,6.9
tt28545673,nm0658140,1,4.0,4.0
tt28545857,nm1309333,1,7.900000095367432,7.9
tt28545861,nm3409919,2,5.8500001430511475,2.6
tt28545881,nm0280957,1,6.599999904632568,6.6
tt28546464,nm2834803,1,3.9000000953674316,3.9
tt28546957,nm8475932,1,3.9000000953674316,3.9
tt28547641,nm13689522,1,6.0,6.0
tt28547657,nm15111423,1,4.300000190734863,4.3
tt28547789,nm10965365,6,6.366666714350383,4.3
tt28547903,nm5408738,1,7.0,7.0
tt28547912,nm5366442,3,6.99999984105428,6.9
tt28548667,nm15111729,1,4.199999809265137,4.2
tt28548947,nm3796926,4,4.549999952316284,5.2
tt28549038,nm10641870,3,7.533333460489909,8.1
tt28549378,nm6591073,1,7.0,7.0
tt28549549,nm0788889,1,8.199999809265137,8.2
tt28549746,nm15112002,1,8.600000381469727,8.6
tt28550622,nm14378817,1,8.699999809265137,8.7
tt28550639,nm10285716,4,6.850000023841858,7.7
tt28551058,nm0813285,1,6.800000190734863,6.8
tt28551509,nm9608018,1,8.399999618530273,8.4
tt28551587,nm3799517,1,4.599999904632568,4.6
tt28552695,nm0543526,1,6.099999904632568,6.1
tt28552918,nm9124036,1,9.899999618530273,9.9
tt28554013,nm8941698,1,6.099999904632568,6.1
tt28554079,nm1006269,1,1.600000023841858,1.6
tt28554201,nm13757366,5,6.579999923706055,6.7
tt28554423,nm5245325,1,5.0,5.0
tt28554508,nm3037341,2,7.700000286102295,7.3
tt28556347,nm3002770,1,5.5,5.5
tt28556790,nm12002271,1,4.5,4.5
tt28557994,nm3907861,1,8.600000381469727,8.6
tt28558602,nm13192472,3,6.433333237965901,5.7
tt28559407,nm2081524,9,5.377777788374159,4.6
tt28559416,nm1793125,2,6.650000095367432,6.3
tt28559816,nm7710017,1,4.5,4.5
tt28561235,nm5560985,3,5.166666666666667,4.5
tt28561745,nm10353375,1,8.0,8.0
tt28564023,nm15115728,1,6.300000190734863,6.3
tt28564048,nm1302679,3,6.433333396911621,4.3
tt28564349,nm9031757,1,8.0,8.0
tt28564393,nm3916428,6,6.816666762034099,5.8
tt28564521,nm15879023,1,4.699999809265137,4.7
tt28566029,nm4383479,3,7.666666666666667,8.2
tt28566478,nm15116563,1,7.0,7.0
tt28567651,nm1935935,1,1.600000023841858,1.6
tt28567745,nm6946032,3,5.433333396911621,5.3
tt28568332,nm6966363,2,6.950000047683716,6.4
tt28568397,nm8595402,1,6.5,6.5
tt28568408,nm1421683,1,6.400000095367432,6.4
tt28569707,nm15117041,1,8.5,8.5
tt28569819,nm8165077,1,7.199999809265137,7.2
tt28570523,nm3567057,1,5.699999809265137,5.7
tt28575316,nm0928139,1,7.099999904632568,7.1
tt28576307,nm13054180,1,5.0,5.0
tt28577109,nm7434323,1,6.900000095367432,6.9
tt28581313,nm8119175,1,6.599999904632568,6.6
tt28582081,nm1805350,1,7.300000190734863,7.3
tt28582082,nm15058852,1,3.700000047683716,3.7
tt28584067,nm12919644,2,7.949999809265137,7.7
tt28584359,nm12737751,3,7.5333333015441895,7.0
tt28584368,nm15118785,1,7.5,7.5
tt28585163,nm15421789,1,7.0,7.0
tt28585368,nm2898138,2,3.700000047683716,2.9
tt28585732,nm8074937,1,5.599999904632568,5.6
tt28585739,nm5787509,1,6.400000095367432,6.4
tt28586009,nm6149183,2,7.249999761581421,6.1
tt28586443,nm8257038,1,6.800000190734863,6.8
tt28589391,nm12200164,1,5.599999904632568,5.6
tt28590661,nm1503330,8,6.162500023841858,5.5
tt28590697,nm4543266,1,6.400000095367432,6.4
tt28590981,nm9904359,1,5.599999904632568,5.6
tt28591468,nm8796894,2,6.950000047683716,7.8
tt28594068,nm12030356,2,5.5,5.9
tt28596448,nm5006926,3,8.433333396911621,8.5
tt28596621,nm1755625,3,5.566666762034099,5.1
tt28598466,nm5884178,1,5.699999809265137,5.7
tt28599914,nm15121894,1,7.099999904632568,7.1
tt28600089,nm11230089,1,6.400000095367432,6.4
tt28600736,nm15121964,1,4.099999904632568,4.1
tt28601289,nm12773169,1,4.900000095367432,4.9
tt28601337,nm11967850,1,6.699999809265137,6.7
tt28603358,nm10470635,1,3.799999952316284,3.8
tt28603694,nm0285040,3,5.566666762034099,5.4
tt28607155,nm9056450,1,8.100000381469727,8.1
tt28607434,nm7394582,2,3.899999976158142,5.0
tt28607487,nm2500151,4,6.550000071525574,6.6
tt28607622,nm7871933,1,9.399999618530273,9.4
tt28607649,nm1284318,5,5.740000057220459,5.9
tt28607951,nm0048918,2,7.299999952316284,7.5
tt28608133,nm0848017,1,4.400000095367432,4.4
tt28608283,nm9106053,1,7.599999904632568,7.6
tt28608358,nm0951592,2,6.549999952316284,6.5
tt28608391,nm13076584,1,6.0,6.0
tt28608546,nm7689877,1,4.900000095367432,4.9
tt28608722,nm7282655,1,6.800000190734863,6.8
tt28608817,nm0747591,1,8.600000381469727,8.6
tt28608909,nm3600165,3,6.333333253860474,9.0
tt28609799,nm14493351,1,4.800000190734863,4.8
tt28610232,nm15125541,1,10.0,10.0
